emotions,sentiment,clean_text
neutral,Positive,  fact apparently follower 4 himself um embarrassed now
enthusiasm,Positive,    moving great especially lots help
love,Positive,  sweet heart heart talk mom
happiness,Neutral,got eminem tix friday
happiness,Neutral,  woo hoo congratulations
relief,Neutral,guess ill use twitterfox while
neutral,Neutral,  printchick thx sharen luv
sadness,Neutral,  hellooo you gosh miss seeing around thought night amarula
empty,Neutral,status update twitter ice timestamp sun 10 105744 cest 2009
worry,Positive,  cds know heart really tal think intro country music
hate,Positive,got little scare tonight couldnt fall sleep started working digital imaging project looking good
neutral,Neutral,woke 750 fell sleep woke 850 sleep again woke 950 im staying awake morning
happiness,Positive,  fabulous combination till a arrives b bill comes fun chatting you good sunday
happiness,Positive,work im ina good mood
sadness,Negative,  im sorry
enthusiasm,Positive,found free wifi point  sunny
worry,Neutral,send movie recommendations way
surprise,Negative,  seriously link plzz
love,Neutral,im celebrating mother celebrating legacy woman god
neutral,Neutral,  hiyahh karen listnin morning  tweet backk
worry,Negative,  happened  doctors sick hope soon
enthusiasm,Positive,  np mate great meeting prague
worry,Positive,  gentlemans agreement wins match or best three pays persons copy
sadness,Positive,everybody needs time thier guns n roses x  
neutral,Positive,church went mall parents got new backpack fit schoolbooks laptop
happiness,Neutral,up coffee hand laminate floor lay footy watch play living dream
worry,Neutral,  deal want netbook iphone
love,Neutral,  ordered mine thank you
worry,Positive,epic daynight disappointing loss canucks watching star trek better live long amp prosper friends night 
worry,Neutral,  got bubb
fun,Neutral,gonna walk hour i im totally motivated wahahaha
happiness,Positive,  welcome home babe
neutral,Positive,ruby app lets far pww
fun,Positive,  awww  guess thats good bad moving option guess mhm you hehe  we time
neutral,Positive,  star trek good loved
fun,Negative,  did yay extra 300 from hmm im going partying hard
happiness,Negative,  120mm films usually handled fuji oh met girl san diego kwento soon miss youuu
hate,Neutral,america celebrates mothers day different day england anyhooohappy mothers day 2 american mumzys x
hate,Negative,  yes hate itsilly boys
happiness,Positive,fab wedding yesterday feet sore dancing good sign v glad wake bed morning
happiness,Positive,  enjoy sounds idyllic geordiebird lost bikiniperfect holiday
happiness,Positive,homehad great day 
hate,Positive,cant wait   live ages away   plan im going wear lol
neutral,Neutral,yeh merch shopping look fab
fun,Neutral,finished watching copy twilight dvd ganda ng mga deleted extended scenes 
happiness,Positive, lala little girl love new songs   ive answered u  love freaky twitter guys d
love,Positive,  proud
neutral,Positive,  ashley tisdale  love shades girl
happiness,Positive,man thing chng vegas british boys wayyyy hot
neutral,Positive,  like new profile pic cute
happiness,Positive,roast yummy think mum impressed
happiness,Positive,love charge
worry,Positive, ive added new icon feedicon database fun it
surprise,Positive,surprise birthday ever best night ive damn long time
fun,Negative,  face makes people laugh cause ugly halfway
happiness,Positive,barely awake eating breakfast marathon morning good luck racers happy mothers day
empty,Negative,hair dyed today ugh im bored tired friday lol swear bossman 
love,Positive,  march 22nd uktoday quiet mothers day sweet u wish thoughthanks
love,Neutral,selfportrait week  like join in
love,Neutral,brother making banana shake yesterday mango shake hes shake guy
happiness,Neutral,  hala finally
happiness,Positive,  use it heard powershell nice
hate,Negative,stop making assumptions dont fucking know me haha stupid bitches thanks defending me matthew
relief,Neutral,got it
empty,Neutral,  come overhere then dutch dub hour bringtaraback
neutral,Positive,  google vs twitter  mothers day vs mothers day   mothers day  web10 type mothers day social media web20
fun,Negative,sang xbox lips drunk beer weekend rocks far
happiness,Negative,think im obsessed mgmt kids lt3
happiness,Positive,ok   saw u joey thought u looked interesting like things sanctuarysunday
surprise,Positive,ooopps slept 10am best shizzle gear
happiness,Positive,dyed hair super black again
neutral,Positive,  thnx 4the support girl ppl b like ooh u that cant honestly feel u know 
fun,Positive,  ishra haha cassie ventura not haircut yesterday beat music awards
happiness,Positive,tiesto vicky park  excellent
surprise,Positive,best italian meal night twas godly thinks kitty cat today
love,Neutral,luv sissy
surprise,Positive,came city rooftop party man new yorker bldg gets pretty windy there
happiness,Positive,  extremely excited im 15 days
happiness,Positive,watching merlin omg cute
worry,Positive,id sit bench friendly psychiatric patient party quotcoolquot person
empty,Neutral,uploading photos on facebook amp friendster myspace later
sadness,Positive,  showin love ya im gonna miss greg beemans directing season yalls commentaries r funny
neutral,Neutral,doin crocodile rock
enthusiasm,Positive,  ooh yay forevs ss tv baked dinner good yummy prawns xx
happiness,Positive,f1 amp star trekwhat great sunday
neutral,Neutral,128 days till beyonce
fun,Positive,  sounds nice try recipe gotta tell turned out
neutral,Neutral,ping pong tomorrow
sadness,Positive,  lmao ive met liked caramel
fun,Negative,  too cloudy day madrid typical spring day
neutral,Neutral,  im sleeping wooden couch tonight
sadness,Neutral,  shame freud cant follow implications
sadness,Positive,chris pine zachary quinto leonard nimoy snl tonight possibly fun ive geeking long time
worry,Neutral,morning all weekend leftover dominos noiiiiice
happiness,Positive,good day you lindy day today level a b free tester 2000 olympiou diamanti 25 6th floor thessaloniki 
love,Positive,  worth watching cinema mum enjoyed
neutral,Neutral,  entirely possible
happiness,Positive,  bahah funny cut haha
relief,Positive,    ooo wish hes hot
neutral,Positive,  good thanks so nice evening father thats cool thanks link btw
love,Positive,mom twitter imma post  love mommy
sadness,Neutral,  oh mothers day france germany usa
hate,Negative,  haha fucking hell know ay shit son hes making trouble him
surprise,Positive,  welcome
love,Positive,love love love me
love,Positive,succesful cancertown launch yesterday
happiness,Neutral,ampampthe night continues w fav mazie kristina ericka ampamp robin
happiness,Negative,chilling
fun,Positive,  know sleep rated needs it right
love,Positive,  daaaaawhh cute
surprise,Positive,  wow cute pic
worry,Neutral,  maybe missed chance time
worry,Neutral,  im there
worry,Positive,idea completely talking twitter
neutral,Positive,  im sure consider offerred right price
love,Positive,happy mothers day moms
worry,Neutral,  universal  details
fun,Positive,  haha like default picture meow
neutral,Positive,glad went out glad leave early glad afterpartying  beths im back
love,Positive,happy mothers day mommy love much dono id 
love,Positive,  true clean clothes good thing enjoy day love new avatar btw
happiness,Positive,  funnily enough roland president social club
love,Positive,happy mothers day twitter moms sent mom sleepy video phone called after
love,Positive,  awwww ray best means lot that cant wait hang again hopefully soon
neutral,Neutral,going out barbeque maybe
neutral,Positive,sleep sounds good right
happiness,Positive,greys anatomy fuckn awesome atm
neutral,Neutral,48 days till brighton
enthusiasm,Positive,  wwwyoutubecomwatchv6urrxta8dom 1
happiness,Positive,bed enjoying spring sunshine streaming window woke 5am rigid extreme pain exhausted im positive today
neutral,Positive,yep good morning night evening xd
worry,Positive,emma going 2 diversity today o x
fun,Neutral,cuckoo back years model starts chirping 11 instead 4 am
fun,Positive,   look hot pic thats gotta work us
surprise,Negative,finally went found songs sang church wellington online easier expected  yay google fb
worry,Neutral,  ive got essay plan written looking couple references ill writing
happiness,Positive,wishing   happy mothers day
neutral,Neutral,starting twitter
love,Positive,  wonderful talking alarm iphone bed alarm call imagine wake messages lol
empty,Positive,  good morning
enthusiasm,Neutral,  geek
happiness,Neutral,  yehh signed
surprise,Positive,  going dwell it happened passed shame supportive life x
love,Positive,home red velvet cupcakes pretty damn good master frosting goodnight
love,Neutral,  message mandingo jrlol hope music ill like
happiness,Positive,  decaf teas late coffee id fly room justin timberlake hosted funny sketch w samberg
worry,Positive,happy mothers day mummies oxoxo
happiness,Positive,  alison great miley love meet her tell shoutout   1 fan
worry,Negative,naplan testing tuesday wednesday amp thursday im afraid maths one english not
worry,Positive,click subscription needed vote tweet  in today best list
love,Positive,  ooooooo like sweeney todd too y best movie y
neutral,Positive,ooh new bonkers tomorrow nearly forgot
surprise,Neutral,  morning you
relief,Positive,slept good long time feel great
surprise,Positive,  oh cool im gonna crash sleep like 40 hours working lol
neutral,Positive,  yeah is thanks
happiness,Positive,  enjoy congrats thanks recipe well tomorrow morning
fun,Positive,sewing things nice feel crafty productive foxy
love,Positive,feeling grateful great mum family
surprise,Neutral,bread oven room cleaned things list today
enthusiasm,Neutral,  thank x
love,Positive,  givein lady ga ga arun money hee hee love
happiness,Positive, printed mom amazon gift card happy mothers day talk minute
neutral,Neutral,sending blessings  
relief,Neutral,came tantalizingly close acing facebook communism quiz question quoti hope britain communistquot correct answer
neutral,Positive,enjoy silence
happiness,Positive,  good 6 months going awesome
neutral,Neutral,howdyyy
happiness,Positive,good morning everyone hope al lovely sunday and hope doesnt rain tomorrow 
neutral,Negative,mm cold shadow anyway ooh monday
happiness,Positive,getting ready leave school wednesday
fun,Neutral,favourite photo that took night  cant wait   pics
love,Positive,  guys rocked tonight la love ya guys cab wait awesome soon
worry,Negative,    yeah ecpm going badly  hope things improve
worry,Positive,  im sure fine learnt it
happiness,Positive,efteling great nice time family dinner forget keys car hmmm bless anwb germany
fun,Positive,forget fun kyle is
happiness,Positive,woke up gonna shower nans mothers day lunch happy mothers day
relief,Neutral,ah finally home comfy bed goodnight
fun,Neutral,  away 2 years playing sims world warcraft
neutral,Negative,trying veggie soup watching bride wars body recovers hope ill spring tomorrow
worry,Positive,happy mothers day mothers there mamma mia  abba  
relief,Neutral,  god bless dear friend
neutral,Neutral,let dream spock goodnight
